t_no,t_name,t_nm_name,t_m_name,t_mwm,t_ml_number,t_ms_number,t_hml_number,t_hms_number ,t_cml_number,t_cms_number,t_wml_number,t_hwml_number,t_hwms_number,t_manage,t_tel,t_close,t_la,t_lo,t_data,t_mcode,t_service,t_com_score,t_user_count
449,대성중학교,서울특별시 은평구 갈현로29길 51-24,서울특별시 은평구 갈현동 산53-1,N,35,49,3,0,0,0,4,0,0,대성중학교,02-6252-1100,(평일)09:00~18:00,37.62316997,126.9093611,2020-01-01,3110000,서울특별시 은평구,0,0
450,대은초등학교,서울특별시 은평구 통일로69길 12-15,서울특별시 은평구 대조동 82,N,21,44,2,0,0,0,40,2,0,서울대은초등학교,02-388-0833,(평일)09:00~18:00,37.61236604,126.9258694,2020-01-01,3110000,서울특별시 은평구,0,0
451,대조동주민센터,서울특별시 은평구 연서로20길 24-3,,N,8,8,0,0,0,0,8,0,0,서울특별시 은평구청,02-351-5184,(평일)09:00~18:00,37.614145,126.920807,2020-01-01,3110000,서울특별시 은평구,0,0
452,대조어린이공원,서울특별시 은평구 연서로22길 9-30,서울특별시 은평구 대조동 212,N,1,3,1,0,0,0,2,1,1,서울특별시 은평구청,02-351-7565,연중무휴,37.615398,126.9195734,2020-01-01,3110000,서울특별시 은평구,0,0
453,대조초등학교,서울특별시 은평구 연서로18길 17,,N,19,46,2,0,0,0,55,2,0,대조초등학교,02-355-3784,(평일)09:00~18:00,37.61357987,126.9193035,2020-01-01,3110000,서울특별시 은평구,0,0
454,대조치안센터,서울특별시 은평구 통일로 737,서울특별시 은평구 대조동 5-17,N,1,1,0,0,0,0,2,0,0,대조치안센터,02-354-0222,연중무휴,37.611102,126.928957,2020-01-01,3110000,서울특별시 은평구,0,0
455,덕산중학교,서울특별시 은평구 가좌로 400,서울특별시 은평구 신사동 265-4,N,32,56,0,0,0,0,57,0,0,덕산중학교,02-353-9427,(평일)09:00~18:00,37.60225613,126.9046755,2020-01-01,3110000,서울특별시 은평구,0,0
456,동명여자정보산업고등학교,서울특별시 은평구 통일로 793,서울특별시 은평구 대조동 91-20,N,3,7,1,0,0,0,41,2,0,동명여자정보산업고등학교,02-383-2628,(평일)09:00~18:00,37.61447741,126.9250155,2020-01-01,3110000,서울특별시 은평구,0,0
457,박석어린이공원,서울특별시 은평구 통일로89길 18-14,서울특별시 은평구 갈현동 416-3,N,1,3,0,0,0,0,1,1,0,서울특별시 은평구청,02-351-7565,연중무휴,37.62508308,126.9184392,2020-01-01,3110000,서울특별시 은평구,0,0
458,백련근린공원,서울특별시 은평구 백련산로4길 26,서울특별시 은평구 응암동 산6-48,N,2,3,1,0,0,0,3,1,1,서울특별시 은평구청,02-351-7565,연중무휴,37.5942926,126.926544,2020-01-01,3110000,서울특별시 은평구,0,0
459,북한산초등학교,서울특별시 은평구 대서문길 42-3,서울특별시 은평구 진관동 산3,N,4,12,1,0,0,0,8,1,0,북한산초등학교,02-359-9824,(평일)09:00~18:00,37.65363326,126.9504646,2020-01-01,3110000,서울특별시 은평구,0,0
460,분토골어린이공원,서울특별시 은평구 증산로11길 5,서울특별시 은평구 증산동 163-34,N,1,2,1,0,0,0,1,1,0,서울특별시 은평구청,02-351-7565,연중무휴,37.58683316,126.9118779,2020-01-01,3110000,서울특별시 은평구,0,0
461,불광1치안센터,서울특별시 은평구 불광로 129,서울특별시 은평구 불광동 13-67,N,2,2,0,0,0,0,2,0,0,불광1치안센터,02-357-4012,연중무휴,37.61830237,126.932944,2020-01-01,3110000,서울특별시 은평구,0,0
462,불광2동 주민센터,서울특별시 은평구 연서로41길 16,서울특별시 은평구 불광동 81-2,N,2,2,0,0,0,0,2,0,0,서울특별시 은평구청,02-351-5070,(평일)09:00~18:00,37.62648719,126.927265,2020-01-01,3110000,서울특별시 은평구,0,0
463,불광3치안센터,서울특별시 은평구 통일로 914,서울특별시 은평구 불광동 481-88,N,1,1,0,0,0,0,2,0,0,불광2치안센터,02-355-6554,연중무휴,37.62454371,126.9202206,2020-01-01,3110000,서울특별시 은평구,0,0
464,불광사입구시범,서울특별시 은평구 불광로18길 43,서울특별시 은평구 불광동 산1-13,N,1,4,1,0,0,0,4,1,0,서울특별시 은평구청,02-351-7565,연중무휴,37.62299635,126.9358814,2020-01-01,3110000,서울특별시 은평구,0,0
465,불광제1동 청사,서울특별시 은평구 진흥로15길 10,서울특별시 은평구 불광1동 613-1,N,8,8,0,0,0,0,8,1,0,서울특별시 은평구청,02-351-5034,(평일)09:00~18:00,37.610337,126.932049,2020-01-01,3110000,서울특별시 은평구,0,0
466,불광중학교,서울특별시 은평구 불광로 180,서울특별시 은평구 불광2동 173,N,2,3,0,0,0,0,5,0,0,불광중학교,02-385-8356,(평일)09:00~18:00,37.62320328,126.9321296,2020-01-01,3110000,서울특별시 은평구,0,0
467,불광지구대,서울특별시 은평구 연서로 290,서울특별시 은평구 불광동 423-16,N,1,2,0,0,0,0,2,0,0,불광지구대,02-385-9901,연중무휴,37.62141961,126.92651,2020-01-01,3110000,서울특별시 은평구,0,0
468,불광천,서울특별시 은평구 불광천길 502,서울특별시 은평구 응암동 122-20,N,1,2,0,0,0,0,2,1,0,서울특별시 은평구청,02-351-7565,연중무휴,37.596309,126.915993,2020-01-01,3110000,서울특별시 은평구,0,0
469,불광초등학교,서울특별시 은평구 불광동길 51,,N,47,76,0,0,0,0,94,0,0,서울불광초등학교,02-355-1979,(평일)09:00~18:00,37.602766,126.928839,2020-01-01,3110000,서울특별시 은평구,0,0
470,상신중학교,서울특별시 은평구 증산로15길 61,서울특별시 은평구 신사2동 141,N,28,45,0,0,0,0,63,0,0,상신중학교,02-305-5136,(평일)09:00~18:00,37.58978421,126.9064261,2020-01-01,3110000,서울특별시 은평구,0,0
471,상신초등학교,서울특별시 은평구 가좌로11가길 38-11,서울특별시 은평구 신사동 산55,N,16,42,0,0,0,0,32,1,0,상신초등학교,02-303-4245,(평일)09:00~18:00,37.597833,126.903849,2020-01-01,3110000,서울특별시 은평구,0,0
472,은평드림주유소,서울특별시 은평구 통일로 1151,서울특별시 은평구 진관동 73-22,N,1,2,0,0,0,0,2,0,0,은평드림주유소,02-354-5182,연중무휴,37.64397058,126.912374,2020-01-01,3110000,서울특별시 은평구,0,0
473,은평장례식장,서울특별시 은평구 통일로 937,서울특별시 은평구 갈현동 390,N,3,4,1,0,0,0,4,1,0,은평장례식장,02-391-1024,연중무휴,37.626604,126.919604,2020-01-01,3110000,서울특별시 은평구,0,0
474,응암공영주차장,서울특별시 은평구 불광천길 436,서울특별시 은평구 응암3동 580-4,N,1,1,0,0,0,0,1,0,0,응암공영주차장,02-302-7915,연중무휴,37.593462,126.915361,2020-01-01,3110000,서울특별시 은평구,0,0
475,㈜에스지주유소,서울특별시 은평구 증산로 371,서울특별시 은평구 신사동 338-4,N,1,2,0,0,0,0,2,0,0,㈜에스지주유소,02-373-5752,연중무휴,37.58930261,126.912838,2020-01-01,3110000,서울특별시 은평구,0,0
476,증산종합시장,서울특별시 은평구 증산로3길 12,서울특별시 은평구 증산동 184-9,N,3,2,0,0,0,0,3,0,0,증산종합시장,02-373-5990,연중무휴,37.581419,126.905041,2020-01-01,3110000,서울특별시 은평구,0,0
477,청구성심병원,서울특별시 은평구 통일로 873,서울특별시 은평구 갈현동 395-1,N,1,2,0,0,0,0,3,0,0,청구성심병원,02-353-5511,연중무휴,37.620729,126.91953,2020-01-01,3110000,서울특별시 은평구,0,0
478,코끼리주유소,서울특별시 은평구 서오릉로 41,서울특별시 은평구 녹번동 154-1,N,1,2,0,0,0,0,1,0,0,코끼리주유소,02-384-4000,연중무휴,37.60439664,126.9242148,2020-01-01,3110000,서울특별시 은평구,0,0
479,타이거주유소,서울특별시 은평구 수색로 188,서울특별시 은평구 증산동 222-6,N,1,1,0,0,0,0,1,0,0,타이거주유소,02-309-9145,연중무휴,37.57855068,126.9020341,2020-01-01,3110000,서울특별시 은평구,0,0
480,갈곡리어린이공원,서울특별시 은평구 갈현로41길 3,서울특별시 은평구 갈현동 436-51,N,2,3,1,0,0,0,3,1,1,서울특별시 은평구청,02-351-7565,연중무휴,37.62388891,126.9166281,2020-01-01,3110000,서울특별시 은평구,0,0
481,갈현1동주민센터,서울특별시 은평구 갈현로 301,서울특별시 은평구 갈현동 436-14,N,4,8,0,0,0,0,12,0,0,서울특별시 은평구청,02-351-5095,(평일)09:00~18:00,37.62364,126.9166872,2020-01-01,3110000,서울특별시 은평구,0,0
482,갈현2동주민센터,서울특별시 은평구 연서로27길 31-6,서울특별시 은평구 갈현동 502-3,N,4,8,1,0,0,0,11,1,0,서울특별시 은평구청,02-351-5129,(평일)09:00~18:00,37.61867699,126.9157776,2020-01-01,3110000,서울특별시 은평구,0,0
483,갈현초등학교,서울특별시 은평구 연서로29길 31,서울특별시 은평구 갈현동 451-15,N,41,76,0,0,0,0,100,0,0,갈현초등학교,02-355-0835,(평일)09:00~18:00,37.61978045,126.916686,2020-01-01,3110000,서울특별시 은평구,0,0
484,구산동마을공원,서울특별시 은평구 서오릉로17길 5-2,서울특별시 은평구 갈현2동 340-1,N,1,1,0,0,0,0,1,0,0,서울특별시 은평구시설관리공단,02-350-5114,(평일)09:00~18:00,37.6143148,126.9090185,2020-01-01,3110000,서울특별시 은평구,0,0
485,구산동주민센터,서울특별시 은평구 갈현로17길 10,서울특별시 은평구 구산동 27-5,N,3,4,0,0,0,0,7,1,0,서울특별시 은평구청,02-351-5160,(평일)09:00~18:00,37.611733,126.910328,2020-01-01,3110000,서울특별시 은평구,0,0
486,구산중학교,서울특별시 은평구 갈현로15길 20-23,서울특별시 은평구 구산동 산34,N,1,1,0,0,0,0,2,0,0,구산중학교,02-389-8785,(평일)09:00~18:00,37.60987149,126.9094905,2020-01-01,3110000,서울특별시 은평구,0,0
487,구산초등학교,서울특별시 은평구 서오릉로15길 16,서울특별시 은평구 구산동 152-3,N,26,50,2,0,0,0,45,3,0,구산초등학교,02-387-7487,(평일)09:00~18:00,37.61275096,126.909302,2020-01-01,3110000,서울특별시 은평구,0,0
488,구산치안센터,서울특별시 은평구 갈현로 151,서울특별시 은평구 구산동 14-10,N,1,1,0,0,0,0,2,0,0,구산치안센터,02-357-5564,연중무휴,37.61150174,126.911124,2020-01-01,3110000,서울특별시 은평구,0,0
489,구파발폭포 화장실,서울특별시 은평구 진관2로 15-30,서울특별시 은평구 진관동 393,N,2,2,0,0,0,0,2,0,0,서울특별시 은평구청,02-351-8005,(평일)09:00~18:00,37.63719999,126.9190967,2020-01-01,3110000,서울특별시 은평구,0,0
490,구현초마을마당,서울특별시 은평구 갈현로15길 41,서울특별시 은평구 구산동 산41-5,N,2,2,0,0,0,0,2,0,0,서울특별시 은평구청,02-351-7565,연중무휴,37.60900815,126.906932,2020-01-01,3110000,서울특별시 은평구,0,0
491,길마어린이공원,서울특별시 은평구 연서로21길 15,서울특별시 은평구 갈현동 474-1,N,2,3,0,0,0,0,3,0,0,서울특별시 은평구청,02-351-7565,연중무휴,37.61480268,126.9156914,2020-01-01,3110000,서울특별시 은평구,0,0
492,녹번119안전센터,서울특별시 은평구 은평로 245,,N,5,4,1,0,0,0,2,0,0,은평소방서,02-388-7880,연중무휴,37.60110553,126.9351483,2020-01-01,3110000,서울특별시 은평구,0,0
493,녹번동주민센터,서울특별시 은평구 은평로 195,서울특별시 은평구 녹번동 84,N,4,9,0,0,0,0,5,0,0,서울특별시 은평구청,02-351-5006,(평일)09:00~18:00,37.602456,126.9288236,2020-01-01,3110000,서울특별시 은평구,0,0
494,녹번서근린공원,서울특별시 은평구 녹번로 16,서울특별시 은평구 녹번동 85-1,N,1,1,0,0,0,0,2,0,0,서울특별시 은평구청,02-351-7565,연중무휴,37.60367,126.9279028,2020-01-01,3110000,서울특별시 은평구,0,0
495,녹번종합복지관,서울특별시 은평구 은평로21길 14-26,서울특별시 은평구 녹번동 산28-6,N,5,13,4,0,0,0,5,4,0,서울특별시 은평구청,02-351-7006,(평일)09:00~18:00,37.602712,126.9317813,2020-01-01,3110000,서울특별시 은평구,0,0
496,녹번초등학교,서울특별시 은평구 녹번동 1길 1,,N,25,48,5,0,0,0,52,1,0,서울녹번초등학교,02-386-0753,(평일)09:00~18:00,37.602766,126.928839,2020-01-01,3110000,서울특별시 은평구,0,0
497,대한생명빌딩,서울특별시 은평구 통일로 742,서울특별시 은평구 불광동 272-51,N,2,3,0,0,0,0,2,0,0,대한생명빌딩,02-359-1134,(평일)06:00~19:30+(주말)06:00~19:30+(공휴일)06:00~19:30,37.611826,126.929354,2020-01-01,3110000,서울특별시 은평구,0,0
498,롯데리아불광점,서울특별시 은평구 통일로 741,서울특별시 은평구 대조동 6-5,N,2,1,0,0,0,0,3,0,0,롯데리아불광점,02-383-4553,(평일)10:00~22:00+(주말)10:00~22:00+(공휴일)10:00~22:00,37.61142709,126.9286111,2020-01-01,3110000,서울특별시 은평구,0,0
499,맥도날드연신내점,서울특별시 은평구 연서로 213,서울특별시 은평구 갈현동 456-28,N,1,2,0,0,0,0,2,0,0,맥도날드연신내점,02-383-0141,연중무휴,37.617617,126.919201,2020-01-01,3110000,서울특별시 은평구,0,0
500,무궁화주유소,서울특별시 은평구 응암로 163,"서울특별시 은평구 응암동 594-1,98",N,1,2,0,0,0,0,1,0,0,무궁화주유소,02-304-5188,연중무휴,37.586727,126.915878,2020-01-01,3110000,서울특별시 은평구,0,0
501,박석고개주유소,서울특별시 은평구 통일로 945,서울특별시 은평구 갈현동 1-6,N,1,1,0,0,0,0,1,0,0,박석고개주유소,02-388-0477,연중무휴,37.62728575,126.9193975,2020-01-01,3110000,서울특별시 은평구,0,0
502,보광빌딩,서울특별시 은평구 통일로 796,서울특별시 은평구 불광동 291-92,N,2,2,0,0,0,0,2,0,0,보광빌딩,02-546-7011,연중무휴,37.61634473,126.9257567,2020-01-01,3110000,서울특별시 은평구,0,0
503,불광미성상가,서울특별시 은평구 통일로 780,서울특별시 은평구 불광동 248,N,2,2,0,0,0,0,3,0,0,불광미성상가,02-357-2440,(평일)07:00~24:00+(주말)07:00~24:00+(공휴일)07:00~24:00,37.6158275,126.9285662,2020-01-01,3110000,서울특별시 은평구,0,0
504,불광주유소,서울특별시 은평구 연서로 314,서울특별시 은평구 불광동 105-118,N,1,1,0,0,0,0,1,0,0,불광주유소,02-382-5189,연중무휴,37.623247,126.9279474,2020-01-01,3110000,서울특별시 은평구,0,0
505,삼융주유소,서울특별시 은평구 수색로 299,서울특별시 은평구 수색동 379-8,N,1,1,0,0,0,0,1,0,0,삼융주유소,02-307-3314,연중무휴,37.583929,126.8910902,2020-01-01,3110000,서울특별시 은평구,0,0
506,상현빌딩,서울특별시 은평구 은평로 170,서울특별시 은평구 응암동 96-1,N,24,24,1,1,1,1,31,1,1,상현빌딩,02-382-7444,연중무휴,37.60108975,126.9266642,2020-01-01,3110000,서울특별시 은평구,0,0
507,서부동산교회,서울특별시 은평구 증산서길 53-9,서울특별시 은평구 증산동 210-10,N,2,6,0,0,0,0,3,0,0,서부동산교회,02-309-0998,(평일)04:30~19:30+(주말)04:30~19:30+(공휴일)04:30~19:30,37.581755,126.9044118,2020-01-01,3110000,서울특별시 은평구,0,0
